ResponseID,IPadd,start,end,duration,compare,bonmor_1,bonmor_2,moral1,shallo1,superf1,compet1,status1,appear1,ineq1,keepup1,fitmor_1,fitmor_2,moral2,shallo2,superf2,compet2,status2,appear2,ineq2,keepup2,houmor_1,houmor_2,moral3,shallo3,superf3,compet3,status3,appear3,ineq3,keepup3,carmor_1,carmor_2,moral4,shallo4,superf4,compet4,status4,appear4,ineq4,keepup4,commor_1,commor_2,moral5,shallo5,superf5,compet5,status5,appear5,ineq5,keepup5,gpamor_1,gpamor_2,moral6,shallo6,superf6,compet6,status6,appear6,ineq6,keepup6,moral,shallo,superf,shal_sup,compet,status,appear,ineq,keepup,filltm ,MIS_I1,MIS_I2,MIS_I3r,MIS_I4r,MIS_I5,MIS_S1,MIS_S2,MIS_S3,MIS_S4,MIS_S5,MIS,MIS_I,MIS_S,compet_1,compet_2,compet_3,compet_4,tr_comp,SCO_1,SCO_2,SCO_3,SCO_4,SCO_5r,SCO_6,SCO_7,SCO_8,SCO_9,SCO_10,SCO_11r,SCO,attn,PIgen,PIsoc,PIfor,PIecon,PIavg,mturkid,age,gender,open,Latitude,Longitude
R_1Icvb61ptnXGLwk,38.100.151.206,10/16/2018 13:25,10/16/2018 13:33,8.599999999,-1,3,2,2.5,8,8,8,8,8,5,7,4,4,4,8,8,8,8,8,3,6,4,4,4,8,8,8,8,8,3,7,4,4,4,8,8,8,8,8,3,4,4,4,4,5,5,5,5,5,3,4,6,6,6,5,5,5,5,5,2,7,4.083333333,7,7,7,7,7,7,3.166666667,5.833333333,78.629,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,6,6,6,2,6,6,6,6,5,6,5.272727273,0,6,6,6,6,6,AV7UX8QQXABSK,26,1,,29.74459839,-95.46829987
R_2thAqmCUkAzHyIu,174.21.41.158,10/16/2018 13:25,10/16/2018 13:34,8.683333341,-1,4,4,4,5,5,6,6,6,4,5,4,4,4,7,7,7,7,8,5,7,4,4,4,5,6,6,7,7,5,6,4,4,4,7,7,7,7,7,5,6,4,4,4,5,5,6,5,6,4,5,4,4,4,5,5,6,5,6,4,5,4,5.666666667,5.833333333,5.75,6.333333333,6.166666667,6.666666667,4.5,5.666666667,77.008,4,4,4,4,3,2,3,2,3,3,3.2,3.8,2.6,1,1,1,1,1,2,2,3,1,2,2,3,4,3,3,3,2.545454545,0,1,1,1,1,1,A1MMC6X3ZNJ9OT,56,2,,47.48910522,-122.290802
R_2pLDifZg9YzJLsu,68.133.1.221,10/16/2018 13:25,10/16/2018 13:34,8.66666667,-1,4,4,4,4,4,7,7,6,1,7,4,4,4,6,7,8,8,8,1,7,4,4,4,6,6,7,8,8,1,7,4,4,4,6,7,8,8,8,1,7,4,4,4,5,6,6,5,5,1,5,4,4,4,3,1,8,8,4,1,7,4,5,5.166666667,5.083333333,7.333333333,7.333333333,6.5,1,6.666666667,77.04,4,4,5,4,4,3,3,3,3,4,3.7,4.2,3.2,2,5,2,4,3.25,6,5,5,2,1,4,4,2,2,1,5,3.363636364,0,1,1,1,1,1,AVZOGPWNTUPC4,43,2,,43.04289246,-78.69879913
R_3JjTjRwbMlaqXQU,73.6.203.94,10/16/2018 13:26,10/16/2018 13:34,8.033333336,1,4,4,4,6,7,7,7,8,1,7,1,1,1,8,8,5,7,8,1,7,1,1,1,8,8,8,8,8,1,7,2,1,1.5,8,8,8,8,8,4,7,1,1,1,8,8,8,8,8,2,7,1,1,1,8,8,8,8,8,2,7,1.583333333,7.666666667,7.833333333,7.75,7.333333333,7.666666667,8,1.833333333,7,77.203,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,3,4,3.25,6,6,7,6,5,6,5,6,6,4,6,5.727272727,0,5,5,5,5,5,A1P0XSCJ9XAV74,34,2,,29.79139709,-95.13169861
R_Dqwhu6J6FkGaLYd,73.147.0.223,10/16/2018 13:28,10/16/2018 13:34,6.05,-1,4,4,4,5,5,6,6,5,4,5,3,3,3,6,6,6,7,7,6,6,4,4,4,5,5,6,6,5,4,5,4,4,4,6,6,7,7,7,5,6,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,7,6,5,3,6,3.833333333,5.333333333,5.333333333,5.333333333,6.166666667,6.166666667,5.666666667,4.333333333,5.333333333,77.122,4,3,4,4,3,2,2,2,2,2,2.8,3.6,2,2,3,3,3,2.75,3,4,5,3,5,5,5,5,5,4,5,4.454545455,0,1,1,5,1,2.333333333,A1ZN6V0PU8VVAH,33,1,,38.13609314,-79.06230164
R_3MLqIq3aTJAKMfP,73.191.23.137,10/16/2018 13:28,10/16/2018 13:34,5.566666658,1,4,7,5.5,5,5,8,6,7,4,4,4,7,5.5,5,8,8,8,8,4,5,4,7,5.5,5,6,7,8,7,4,6,3,7,5,8,8,8,8,8,4,7,4,7,5.5,5,5,6,6,7,4,6,7,7,7,5,5,8,8,7,4,7,5.666666667,5.5,6.166666667,5.833333333,7.5,7.333333333,7.333333333,4,5.833333333,78.924,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,4,4,7,4,7,7,4,4.454545455,0,4,4,4,4,4,A1KH1O9AZ7S642,25,1,,38.81489563,-77.1210022
R_33cXxCfvwshXs32,73.5.54.16,10/16/2018 13:25,10/16/2018 13:34,8.500000007,-1,4,4,4,4,4,3,3,3,4,6,4,3,3.5,6,6,7,7,8,4,7,4,4,4,6,6,6,7,7,4,6,4,4,4,6,6,7,7,7,4,6,4,4,4,5,5,6,6,6,4,5,4,4,4,5,5,7,6,6,4,5,3.916666667,5.333333333,5.333333333,5.333333333,6,6,6.166666667,4,5.833333333,77.022,5,4,5,5,5,1,4,4,3,1,3.7,4.8,2.6,2,4,2,4,3,3,3,5,3,4,6,5,5,5,4,6,4.454545455,0,1,1,2,1,1.333333333,A1QDDGYC5UB9YA,41,2,,32.5171051,-90.13670349
R_1MMcF7GTYP8UzBH,71.91.149.36,10/16/2018 13:24,10/16/2018 13:34,9.866666668,1,7,4,5.5,6,6,7,6,6,1,5,4,4,4,8,8,8,8,8,5,7,4,4,4,4,1,5,5,6,4,4,4,4,4,6,6,7,8,8,4,7,4,4,4,3,1,5,5,5,1,4,4,4,4,1,1,7,5,3,1,4,4.25,4.666666667,3.833333333,4.25,6.5,6.166666667,6,2.666666667,5.166666667,77.107,5,5,5,5,5,4,5,5,5,5,4.9,5,4.8,4,4,2,5,3.75,7,5,6,5,5,6,7,6,7,6,2,5.636363636,0,4,4,4,3,3.666666667,A2BGRGVU9HG0C6,44,2,,30.51159668,-92.39849854
R_1faf0YxF1BQUjXK,69.167.0.40,10/16/2018 13:26,10/16/2018 13:34,8.250000001,1,5,5,5,6,6,4,6,7,3,3,5,5,5,4,6,6,6,7,3,6,5,5,5,4,6,4,7,7,4,5,5,6,5.5,6,6,4,6,7,3,5,6,6,6,4,4,6,6,6,3,5,6,6,6,3,3,7,6,4,3,6,5.416666667,4.5,5.166666667,4.833333333,5.166666667,6.166666667,6.333333333,3.166666667,5,77.013,4,5,5,5,5,4,5,4,4,4,4.5,4.8,4.2,4,4,4,4,4,6,6,6,6,5,5,5,6,5,6,5,5.545454545,0,3,3,4,3,3.333333333,A3LOLMFCFVCXSX,30,1,,34.07290649,-118.2606049
R_12r86v6zxZSZK6k,147.206.5.4,10/16/2018 13:25,10/16/2018 13:34,9.066666659,1,5,5,5,3,3,7,5,5,2,4,4,4,4,4,5,5,6,6,2,5,4,4,4,3,3,4,5,4,2,2,4,4,4,4,4,5,4,5,2,4,4,5,4.5,3,3,6,4,4,2,2,4,5,4.5,1,1,7,3,3,1,2,4.333333333,3,3.166666667,3.083333333,5.666666667,4.5,4.5,1.833333333,3.166666667,77.082,5,5,5,5,5,3,3,3,4,3,4.1,5,3.2,4,4,4,4,4,3,5,5,5,6,5,5,5,5,5,6,5,0,4,3,4,6,4.333333333,A2TKGUJXGAL13U,26,1,,29.95050049,-90.20570374
R_2DRZbWjZKRkOaIp,192.3.214.185,10/16/2018 13:26,10/16/2018 13:34,7.850000001,-1,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,7,8,8,7,6,7,7,7,7,8,8,8,8,8,7,6,7,7,7,8,8,7,8,8,7,7,7,8,7.833333333,7.916666667,7.833333333,8,7.833333333,6.833333333,6.833333333,77.033,5,5,1,2,5,4,5,5,4,5,4.1,3.6,4.6,5,5,5,5,5,6,7,6,7,2,7,7,7,6,6,1,5.636363636,0,7,6,6,6,6,A2QDAN61DB2G9Z,28,2,good,43.55000305,-96.70030212
R_1NtaYYcacRd3aI0,23.254.203.122,10/16/2018 13:29,10/16/2018 13:34,5.16666667,-1,6,4,5,3,5,1,7,6,5,3,6,5,5.5,6,3,4,1,5,6,3,2,3,2.5,5,7,6,8,4,2,4,6,2,4,6,1,3,5,8,2,5,2,7,4.5,1,4,3,6,5,6,4,5,4,4.5,3,5,4,7,6,4,6,4.333333333,4,4.166666667,4.083333333,3.5,5.666666667,5.666666667,4.166666667,4.166666667,77.032,1,3,4,2,3,2,4,5,3,4,3.1,2.6,3.6,4,1,3,2,2.5,2,5,5,4,6,5,6,7,1,4,5,4.545454545,0,5,2,4,3,3,A3FUKCYLQ1ED8U,24,1,great,47.48890686,-122.3012009
R_2AZjeFImFrolJLi,97.126.107.25,10/16/2018 13:29,10/16/2018 13:34,5.483333337,1,3,3,3,6,6,8,7,7,5,7,3,2,2.5,7,7,8,8,8,6,7,4,3,3.5,5,6,7,7,6,4,6,3,2,2.5,6,7,8,8,8,6,7,4,4,4,5,4,6,6,6,3,5,6,5,5.5,3,3,7,5,5,2,5,3.5,5.333333333,5.5,5.416666667,7.333333333,6.833333333,6.666666667,4.333333333,6.166666667,77.007,5,4,5,2,4,3,3,2,4,3,3.5,4,3,4,3,4,4,3.75,3,5,5,5,5,5,4,5,5,5,5,4.727272727,0,3,3,4,4,3.666666667,AAIQLE701DI9U,30,1,No issues to report.,47.63439941,-122.3422012
R_0rHpmmHuBa2G85X,200.93.65.252,10/16/2018 13:25,10/16/2018 13:34,9.483333329,-1,4,4,4,6,6,5,6,5,4,5,4,4,4,7,7,6,7,7,1,6,5,5,5,6,6,6,7,7,2,6,4,4,4,7,7,7,7,7,2,6,5,5,5,7,7,7,7,7,2,6,5,5,5,7,7,7,7,7,2,6,4.5,6.666666667,6.666666667,6.666666667,6.333333333,6.833333333,6.666666667,2.166666667,5.833333333,77.045,5,5,5,1,5,5,5,5,5,5,4.6,4.2,5,2,4,4,4,3.5,4,5,4,4,4,4,4,4,5,4,4,4.181818182,1,5,5,5,5,5,A2BNDHCFREHHNM,33,2,,10.24690247,-67.59580231
R_1gTL1PQMUyjL0us,73.36.2.207,10/16/2018 13:26,10/16/2018 13:34,7.949999993,-1,3,3,3,7,7,8,8,8,4,7,4,4,4,8,8,8,8,8,5,7,2,2,2,8,8,8,8,8,5,7,2,2,2,8,8,8,8,8,5,7,4,4,4,7,7,7,6,7,4,6,4,4,4,5,5,5,5,5,1,7,3.166666667,7.166666667,7.166666667,7.166666667,7.333333333,7.166666667,7.333333333,4,6.833333333,77.009,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,0,4,4,4,4,4,A37GOI3N77WX21,27,1,Great survey!,41.80110168,-88.07479858
R_YVp4F9KjCeY59qp,23.119.201.59,10/16/2018 13:24,10/16/2018 13:34,10.38333333,1,6,5,5.5,1,1,7,5,5,1,5,4,4,4,7,7,7,7,7,4,5,5,4,4.5,6,6,6,6,6,5,6,3,4,3.5,6,6,6,6,6,5,5,5,5,5,4,4,5,4,4,4,4,6,6,6,4,4,6,4,4,3,4,4.75,4.666666667,4.666666667,4.666666667,6.166666667,5.333333333,5.333333333,3.666666667,4.833333333,77.113,4,4,5,5,4,3,3,3,3,3,3.7,4.4,3,4,4,4,4,4,6,6,5,2,3,6,4,5,4,4,4,4.454545455,0,7,7,6,6,6.333333333,A1XVEKS9O73ERE,49,2,,32.90829468,-97.42829895
R_3OoeEYxAsFEXhaA,73.194.199.39,10/16/2018 13:28,10/16/2018 13:34,6.250000005,1,5,4,4.5,5,6,7,6,6,3,5,5,4,4.5,5,6,4,3,6,2,4,5,4,4.5,4,5,4,3,5,2,4,5,4,4.5,5,6,5,6,6,2,5,5,4,4.5,5,6,5,4,5,2,4,5,5,5,4,4,6,5,6,2,5,4.583333333,4.666666667,5.5,5.083333333,5.166666667,4.5,5.666666667,2.166666667,4.5,77.114,5,5,5,5,5,4,4,4,4,4,4.5,5,4,3,4,4,4,3.75,3,3,4,3,2,3,5,5,4,5,6,3.909090909,0,5,4,5,5,4.666666667,A3L0DCUXI7X3A9,45,1,no problems,39.75520325,-74.24700165
R_2P5tYbh0PUyNczw,69.60.36.224,10/16/2018 13:28,10/16/2018 13:34,6.48333334,1,5,5,5,6,6,7,6,6,6,6,6,3,4.5,4,6,6,7,8,4,6,6,5,5.5,4,5,6,7,7,5,5,6,6,6,6,6,6,7,7,5,5,5,5,5,6,6,5,5,6,5,5,4,4,4,4,4,8,6,5,4,4,5,5,5.5,5.25,6.333333333,6.333333333,6.5,4.833333333,5.166666667,77.008,4,4,4,4,4,4,2,2,3,2,3.3,4,2.6,2,4,4,4,3.5,6,4,5,5,3,4,4,5,5,6,3,4.545454545,0,6,6,6,6,6,A3BSFYZJI3P2WS,39,2,,32.33859253,-90.17079926
R_ugGSwgNwL4kijpn,206.246.76.245,10/16/2018 13:27,10/16/2018 13:34,7.033333343,1,4,5,4.5,4,5,6,7,6,5,6,3,4,3.5,5,6,7,6,5,4,6,6,7,6.5,4,5,6,7,8,6,4,5,6,5.5,4,5,6,7,8,4,6,3,4,3.5,5,6,7,6,5,6,5,5,7,6,5,6,7,6,7,6,5,4.916666667,4.5,5.5,5,6.5,6.5,6.5,5.166666667,5.333333333,77.207,2,5,2,3,4,5,4,3,5,4,3.7,3.2,4.2,4,5,4,3,4,6,5,5,7,3,5,4,7,5,6,2,5,0,5,7,5,6,6,A1HRUOWTIK5HYY,32,1,good,40.75300598,-75.30619812
R_2tsezi7ZNzoqhyu,76.23.61.247,10/16/2018 13:29,10/16/2018 13:34,5.449999996,-1,6,4,5,4,4,7,6,5,2,6,4,3,3.5,6,6,7,8,8,3,6,4,4,4,4,4,6,5,5,4,5,4,4,4,5,5,7,6,7,5,5,4,4,4,6,6,5,4,5,4,4,4,3,3.5,5,6,7,5,5,5,5,4,5,5.166666667,5.083333333,6.5,5.666666667,5.833333333,3.833333333,5.166666667,77.01,5,4,5,1,4,1,4,4,2,3,3.3,3.8,2.8,4,5,4,5,4.5,4,6,6,2,5,6,4,4,7,7,6,5.181818182,0,1,1,1,1,1,A125KW9P18V5Z1,38,1,,40.58700562,-111.9878006
R_3nAWbXWNDYhLzMi,99.157.102.220,10/16/2018 13:26,10/16/2018 13:34,8.66666667,1,6,6,6,4,5,8,8,8,1,6,6,5,5.5,6,8,7,7,8,2,7,5,7,6,4,7,8,7,8,2,7,6,6,6,3,5,7,8,8,1,6,6,5,5.5,1,1,6,6,7,1,6,7,7,7,3,1,8,6,7,1,6,6,3.5,4.5,4,7.333333333,7,7.666666667,1.333333333,6.333333333,77.013,5,3,5,5,5,2,2,2,2,2,3.3,4.6,2,2,4,3,3,3,6,7,6,7,7,7,6,6,7,5,7,6.454545455,0,3,2,3,3,2.666666667,A7204W9E8IR1R,28,2,,34.02870178,-84.60469818
R_22laMQMsQ4FMkI5,65.79.144.190,10/16/2018 13:25,10/16/2018 13:34,9.749999995,1,4,4,4,3,3,5,3,3,4,5,4,4,4,6,6,4,5,6,4,5,4,4,4,3,3,4,3,4,4,4,4,4,4,6,5,4,5,6,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,6,5,5,6,6,4,4,4,4.5,4.166666667,4.333333333,4.333333333,4.333333333,4.833333333,4,4.333333333,77.154,5,2,5,2,3,1,3,2,1,3,2.7,3.4,2,1,1,1,1,1,2,3,4,3,3,2,7,5,5,5,5,4,0,2,2,2,2,2,A2J6T9ELNZ97JH,69,1,,41.95429993,-87.65750122
R_qJXJzYqqJcgiDeN,24.55.35.163,10/16/2018 13:24,10/16/2018 13:34,10.13333333,-1,4,3,3.5,6,6,7,7,7,3,6,5,5,5,6,7,7,8,8,4,6,4,4,4,6,8,7,8,8,4,6,4,4,4,6,7,7,8,8,4,6,4,4,4,7,7,6,7,7,4,5,4,4,4,5,6,7,6,6,4,5,4.083333333,6,6.833333333,6.416666667,6.833333333,7.333333333,7.333333333,3.833333333,5.666666667,77.121,5,4,5,4,4,2,4,3,4,4,3.9,4.4,3.4,4,4,3,4,3.75,3,3,4,2,3,3,5,5,5,4,4,3.727272727,0,3,2,5,5,4,A12LUCWLAPTZW1,55,2,no questions,30.29710388,-97.81809998
R_1mCrKHzT1zat3nX,186.167.249.207,10/16/2018 13:27,10/16/2018 13:34,7.116666675,1,7,6,6.5,7,6,8,7,7,6,7,5,6,5.5,7,6,7,6,4,7,4,6,5,5.5,8,7,6,7,6,7,5,6,5,5.5,6,8,6,7,6,5,5,5,4,4.5,6,6,7,4,7,6,5,5,5,5,7,6,8,6,7,6,6,5.416666667,6.833333333,6.5,6.666666667,7,6.166666667,6.166666667,6.166666667,5.333333333,78.747,4,4,2,1,5,2,5,5,4,3,3.5,3.2,3.8,4,5,4,4,4.25,3,3,4,4,3,5,6,3,5,6,4,4.181818182,0,7,7,7,7,7,A1KQLAH1SK76AC,29,1,not comment,10.5,-66.91670227
R_2dfCNl4Xo8fvPI5,107.175.150.30,10/16/2018 13:30,10/16/2018 13:34,4.266666669,1,5,6,5.5,5,6,5,5,5,6,6,6,7,6.5,5,6,5,5,5,4,5,6,5,5.5,5,6,5,5,6,5,5,5,6,5.5,6,6,5,5,6,6,4,6,5,5.5,5,6,6,6,6,5,5,6,5,5.5,5,6,7,6,6,5,6,5.666666667,5.166666667,6,5.583333333,5.5,5.333333333,5.666666667,5.166666667,5.166666667,77.112,4,4,2,2,3,4,3,4,3,4,3.3,3,3.6,3,4,4,4,3.75,5,4,6,4,5,5,5,5,5,4,4,4.727272727,0,6,6,6,5,5.666666667,A2LK15IDHNID5K,33,1,STUDY IS GOOD,42.88639832,-78.87809753
R_SK0S2p0nf76wVnH,69.157.190.180,10/16/2018 13:25,10/16/2018 13:34,9.416666668,1,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,6,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5.166666667,4,4,77.042,5,5,5,5,5,3,4,3,5,5,4.5,5,4,2,4,4,4,3.5,4,5,6,6,6,6,5,6,6,6,6,5.636363636,0,2,2,2,2,2,AEI28C31M00TY,31,2,n/a,45.51150513,-73.56829834
R_1LMfJ21UwTI32F9,68.3.78.53,10/16/2018 13:25,10/16/2018 13:35,9.783333326,-1,2,2,2,6,6,7,8,8,4,6,3,3,3,4,6,6,7,8,4,6,4,4,4,5,6,6,7,7,4,6,3,3,3,6,7,6,8,8,4,7,4,4,4,5,5,6,5,7,4,4,4,4,4,5,5,6,6,6,4,4,3.333333333,5.166666667,5.833333333,5.5,6.166666667,6.833333333,7.333333333,4,5.5,77.104,5,5,5,5,5,1,4,1,1,3,3.5,5,2,3,4,4,4,3.75,4,5,5,3,6,4,3,6,6,5,6,4.818181818,0,4,4,4,4,4,AZOLOOMYRN1K0,32,1,,33.44880676,-111.8013992
R_3s15BfJPcXZmiMQ,107.210.162.40,10/16/2018 13:24,10/16/2018 13:35,10.38333334,1,6,6,6,4,4,5,5,5,2,5,4,4,4,5,5,6,6,7,4,6,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,6,5,5,6,6,5,5,4,3,3.5,6,7,7,7,7,3,6,4.25,5.166666667,5.166666667,5.166666667,5.5,5.666666667,5.833333333,3.666666667,5,77.089,4,3,4,4,4,3,3,3,3,3,3.4,3.8,3,3,4,3,4,3.5,4,4,4,4,3,4,6,5,5,4,5,4.363636364,0,1,1,1,1,1,A1TO8F0HIM1OBQ,28,1,Great survey!,33.36959839,-84.81939697
R_29svYF6n86urknt,108.187.168.124,10/16/2018 13:25,10/16/2018 13:35,9.566666671,1,6,4,5,6,7,5,6,7,6,5,6,4,5,5,7,5,7,6,5,6,5,7,6,6,8,7,4,5,5,5,7,6,6.5,7,5,6,7,6,6,7,7,5,6,6,7,5,6,6,6,5,5,6,5.5,7,5,6,7,8,6,5,5.666666667,6.166666667,6.5,6.333333333,5.666666667,6.166666667,6.333333333,5.666666667,5.5,77.029,3,5,2,2,2,3,4,3,4,5,3.3,2.8,3.8,3,4,5,4,4,7,4,5,6,2,5,4,5,4,3,2,4.272727273,0,6,4,7,5,5.333333333,A33QLH76UZ8G9H,29,1,nice and smart study ,37.75100708,-97.8219986
R_2DNA5rff8qSzepa,107.172.141.139,10/16/2018 13:25,10/16/2018 13:35,9.833333337,-1,7,6,6.5,7,7,8,6,7,5,6,6,5,5.5,5,6,6,7,8,5,6,5,6,5.5,6,5,7,6,7,5,6,7,5,6,5,6,7,8,6,6,5,5,6,5.5,6,7,7,6,8,6,7,5,6,5.5,6,7,8,6,8,4,6,5.75,5.833333333,6.333333333,6.083333333,7.166666667,6.5,7.333333333,5.166666667,6,77.024,5,3,2,2,4,4,4,5,5,5,3.9,3.2,4.6,4,5,4,5,4.5,5,5,7,6,1,5,5,5,6,5,2,4.727272727,1,5,6,5,6,5.666666667,A1ZFJAW1835MOF,54,1,good,42.88639832,-78.87809753
R_2AYAeuXxqYHmK3f,104.200.37.190,10/16/2018 13:24,10/16/2018 13:35,10.58333333,-1,6,5,5.5,7,6,7,6,7,4,5,6,6,6,7,6,7,8,7,4,4,6,7,6.5,7,8,7,7,8,5,4,6,7,6.5,7,8,7,7,8,4,4,6,6,6,7,6,7,6,7,4,4,7,6,6.5,7,8,8,7,7,5,5,6.166666667,7,7,7,7.166666667,6.833333333,7.333333333,4.333333333,4.333333333,77.175,4,4,5,2,2,4,4,4,4,4,3.7,3.4,4,5,5,5,4,4.75,6,7,5,6,3,6,5,6,6,5,2,5.181818182,0,2,2,3,2,2.333333333,A11YKM21JSIW25,30,2,,35.65280151,-97.47810364
R_2ruBxRzVhutqRbf,68.205.176.174,10/16/2018 13:24,10/16/2018 13:35,10.68333334,-1,4,4,4,6,7,8,7,7,7,7,6,3,4.5,7,8,8,8,8,7,7,5,5,5,4,4,5,6,6,5,5,4,4,4,4,6,7,7,7,5,6,4,4,4,1,1,1,1,1,1,1,6,4,5,1,1,7,5,5,3,7,4.416666667,3.833333333,4.5,4.166666667,6,5.666666667,5.666666667,4.666666667,5.5,77.008,5,4,5,4,5,1,1,1,1,1,2.8,4.6,1,3,4,4,4,3.75,4,4,5,2,4,3,3,2,5,4,5,3.727272727,0,4,3,4,5,4,A19OCD2Q0K2U6M,55,1,,29.13830566,-80.99559784
R_Amky36EYE8wbia5,67.189.171.219,10/16/2018 13:31,10/16/2018 13:35,4.516666664,-1,4,4,4,7,7,7,7,7,4,7,3,3,3,8,8,8,8,8,4,7,4,4,4,8,8,8,8,8,4,7,4,4,4,8,8,8,8,8,4,7,4,4,4,6,6,6,6,6,3,6,5,5,5,5,5,8,5,5,3,7,4,7,7,7,7.5,7,7,3.666666667,6.833333333,77.014,5,5,5,5,5,1,1,2,1,1,3.1,5,1.2,4,5,4,5,4.5,2,7,7,6,6,6,6,6,6,6,7,5.909090909,0,2,2,2,2,2,AMTTB8JUWRRM7,22,2,,42.45669556,-71.37470245
R_117yKtl8zOGace0,67.166.141.137,10/16/2018 13:26,10/16/2018 13:35,9.599999991,-1,6,6,6,1,4,6,1,6,4,6,5,3,4,1,4,7,7,8,3,6,4,3,3.5,5,7,7,8,8,4,5,4,2,3,5,7,8,8,8,3,5,4,4,4,5,6,6,7,8,3,6,6,6,6,1,1,7,7,4,4,5,4.416666667,3,4.833333333,3.916666667,6.833333333,6.333333333,7,3.5,5.5,77.007,5,4,5,4,3,4,4,4,1,4,3.8,4.2,3.4,1,3,2,5,2.75,5,5,6,5,6,3,3,3,3,3,7,4.454545455,0,2,3,4,4,3.666666667,A1ERMRNNR0CZ2Y,38,2,,38.64059448,-121.4440002
R_1mK38wSVPI7T9VY,76.16.127.27,10/16/2018 13:30,10/16/2018 13:35,4.966666675,1,5,5,5,3,3,6,6,6,1,5,5,5,5,6,6,7,6,6,2,6,4,4,4,6,6,7,7,8,1,5,5,5,5,6,6,8,8,7,1,7,6,6,6,4,5,5,6,5,1,5,6,6,6,3,3,7,7,5,1,6,5.166666667,4.666666667,4.833333333,4.75,6.666666667,6.666666667,6.166666667,1.166666667,5.666666667,77.197,4,4,5,5,4,1,5,2,4,5,3.9,4.4,3.4,4,4,4,5,4.25,5,5,5,5,5,4,5,5,4,5,5,4.818181818,0,3,3,4,4,3.666666667,A2P53AN2M8IWFP,30,1,"I answered thoughtfully, good luck!",41.80929565,-87.7052002
R_23TwknJgs57EIUx,104.236.213.230,10/16/2018 13:26,10/16/2018 13:35,9.733333335,-1,4,4,4,6,5,7,6,5,7,5,3,5,4,4,6,5,6,5,5,4,4,5,4.5,4,4,6,4,7,5,4,4,5,4.5,3,3,5,6,6,3,5,5,4,4.5,7,5,7,6,6,4,5,5,3,4,5,4,6,3,5,2,4,4.25,4.833333333,4.5,4.666666667,6,5.166666667,5.666666667,4.333333333,4.5,78.603,3,4,1,3,4,2,4,3,3,3,3,3,3,4,4,4,2,3.5,6,4,4,5,2,5,5,4,5,6,5,4.636363636,0,5,4,3,5,4,A2YRPNJPEDIWSI ,30,1,very good,40.83439636,-74.13770294
R_31MlJPOpuqQDPdu,124.104.186.255,10/16/2018 13:30,10/16/2018 13:36,5.149999999,1,5,6,5.5,6,7,6,6,7,5,6,6,5,5.5,6,7,6,6,7,4,6,5,5,5,5,5,6,6,5,5,5,5,4,4.5,6,7,6,6,7,5,5,5,5,5,4,4,5,6,5,5,5,4,4,4,3,3,8,4,4,4,3,4.916666667,5,5.5,5.25,6.166666667,5.666666667,5.833333333,4.666666667,5,77.011,4,4,5,2,4,4,3,4,3,3,3.6,3.8,3.4,4,4,5,4,4.25,6,5,5,4,3,5,6,5,6,5,3,4.818181818,0,5,5,5,5,5,A3KCZB9IL6CVH,29,1,thanks a lot,14.6000061,120.9667053
R_1d3RGCOF2byfMk0,162.248.134.252,10/16/2018 13:30,10/16/2018 13:36,5.783333334,1,5,3,4,6,5,7,5,6,5,6,6,5,5.5,5,7,6,6,6,6,5,4,5,4.5,5,5,7,7,7,5,6,5,6,5.5,6,5,6,5,6,5,6,6,5,5.5,6,6,6,5,7,6,5,5,5,5,6,6,7,7,5,6,5,5,5.666666667,5.666666667,5.666666667,6.5,5.833333333,6.166666667,5.5,5.5,77.072,5,3,2,1,5,4,4,4,4,3,3.5,3.2,3.8,3,4,3,4,3.5,6,4,5,5,2,5,5,5,5,5,2,4.454545455,0,5,6,5,6,5.666666667, A3EYKYHJBLXUVX,40,1,,37.75100708,-97.8219986
R_3gTyW0ZRfXshkAr,162.248.134.237,10/16/2018 13:27,10/16/2018 13:36,8.266666671,1,5,4,4.5,5,5,5,7,6,5,6,5,4,4.5,5,5,6,6,7,6,5,5,6,5.5,5,5,6,6,7,5,5,4,6,5,5,5,6,6,6,6,5,5,5,5,5,5,7,6,7,6,5,4,5,4.5,5,5,6,7,6,6,5,4.833333333,5,5,5,6,6.333333333,6.5,5.666666667,5.166666667,77.185,5,4,2,2,4,3,3,4,5,3,3.5,3.4,3.6,4,4,5,3,4,5,5,6,5,3,6,5,5,5,4,2,4.636363636,0,5,4,5,6,5,A1UMTU09H1EVM9,40,1,,37.75100708,-97.8219986
